predicate,argument,role_type,sentence 1,sentence 2,sentence 3,sentence 4,sentence 5
study,scientist,ARG0,The scientist studied the effects of climate change on the environment.,The scientist studied the causes of the disease.,The scientist studied the impact of the new policy on the economy.,The scientist studied the history of the art form.,The scientist studied the behavior of the animal in its natural habitat.
study,scientist,ARG1,The scientist studied the effects of climate change on the environment.,The scientist studied the causes of the disease.,The scientist studied the impact of the new policy on the economy.,The scientist studied the history of the art form.,The scientist studied the behavior of the animal in the wild.
study,worm,ARG0,I studied worms in the lab.,The worms I studied were very interesting.,I studied worms for hours.,The worms I studied were very helpful in my research.,I studied worms to learn more about their behavior.
study,worm,ARG1,The worm studied the soil to learn about its composition.,The worm studied the plant to learn about its nutrient requirements.,The worm studied the insect to learn about its behavior.,The worm studied the fungus to learn about its role in decomposition.,The worm studied the bacteria to learn about its role in nutrient cycling.
take,customer,ARG0,The customer took the order.,The customer took the money.,The customer took the food.,The customer took the drinks.,The customer took the table.
take,customer,ARG1,The customer took the order.,The customer took the money.,The customer took the food.,The customer took the drinks.,The customer took the table.
take,money,ARG0,I took the money from the bank.,She took the money from her purse.,He took the money from the cash register.,We took the money from the ATM.,They took the money from the safe.
take,money,ARG1,I took the money from the bank.,She took the money from her purse.,He took the money from the cash register.,We took the money from the ATM.,They took the money from the safe.
take,prisoner,ARG0,The police took the prisoner to the station.,The prisoner was taken to the police station.,The police took the prisoner to the police station.,The prisoner was taken to the police station by the police.,The police took the prisoner to the police station by force.
take,prisoner,ARG1,The police took the prisoner to the station.,The thief was taken into custody by the police.,The prisoner was taken to the courtroom for trial.,The police took the prisoner to the hospital for treatment.,The prisoner was taken to the witness stand to testify.
take,thief,ARG0,The thief took the money.,The thief took the jewels.,The thief took the car.,The thief took the laptop.,The thief took the phone.
take,thief,ARG1,The thief took the money from the cash register.,The thief took the keys from the car.,The thief took the laptop from the office.,The thief took the phone from the desk.,The thief took the wallet from the victim.
teach,boss,ARG0,The boss teaches the students.,The teacher teaches the boss.,The boss teaches the teacher.,The boss teaches the boss.,The teacher teaches the teacher.
teach,boss,ARG1,The boss teaches the students.,The teacher teaches the boss.,The boss teaches the teacher.,The boss teaches the boss.,The teacher teaches the teacher.
teach,courses,ARG0,The teacher teaches courses in mathematics.,The professor teaches courses in physics.,The lecturer teaches courses in computer science.,The tutor teaches courses in English.,The teacher teaches courses in history.
teach,courses,ARG1,The teacher teaches courses in mathematics.,The teacher teaches courses in English.,The teacher teaches courses in science.,The teacher teaches courses in history.,The teacher teaches courses in literature.
teach,employees,ARG0,The teacher taught the employees how to use the new software.,The employees were taught by the teacher how to use the new software.,The teacher taught the employees how to use the new software in a team.,The employees were taught by the teacher how to use the new software in a team.,The teacher taught the employees how to use the new software in a team setting.
teach,employees,ARG1,The teacher taught the employees how to use the new software.,The employees were taught by the teacher how to use the new software.,The teacher taught the employees how to use the new software in a team.,The employees were taught by the teacher how to use the new software in a team.,The teacher taught the employees how to use the new software in a team setting.
teach,instructor,ARG0,The instructor taught the students how to read.,The teacher taught the students how to write.,The professor taught the students how to speak.,The mentor taught the students how to think.,The coach taught the students how to play.
teach,instructor,ARG1,The instructor taught the students how to read.,The teacher taught the students how to write.,The professor taught the students how to speak.,The mentor taught the students how to think.,The coach taught the students how to play.
teach,instructor,ARG0,The instructor taught the students how to read.,The teacher taught the students how to write.,The professor taught the students how to speak.,The mentor taught the students how to think.,The coach taught the students how to play.
teach,instructor,ARG1,The instructor taught the students how to read.,The teacher taught the students how to write.,The professor taught the students how to speak.,The mentor taught the students how to think.,The coach taught the students how to play.
teach,person,ARG0,The teacher taught the students.,The teacher taught the student.,The teacher taught the class.,The teacher taught the lesson.,The teacher taught the subject.
teach,person,ARG1,The teacher taught the student how to read.,The teacher taught the students how to write.,The teacher taught the children how to count.,The teacher taught the adults how to speak.,The teacher taught the elderly how to dance.
teach,professor,ARG0,The professor teaches the students.,The professor teaches the course.,The professor teaches the subject.,The professor teaches the topic.,The professor teaches the lesson.
teach,professor,ARG1,The professor teaches the students.,The professor teaches the class.,The professor teaches the subject.,The professor teaches the course.,The professor teaches the lesson.
teach,student,ARG0,The teacher taught the student how to read.,The student was taught by the teacher.,The teacher taught the student to write.,The student was taught by the teacher to read.,The teacher taught the student how to write.
